,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids,federal_agency
296,public,24 hours daily; for customer use only; see front desk for access,,,2020-11-03,,ELEC,Public,115353,2018-10-01,P,E,Brasada Ranch - Tesla Destination,855-259-6507  877-798-3752,2021-03-11T23:22:17Z,HOTEL,200-9,44.153848,-121.054257,Bend,,,OR,16986 SW Brasada Ranch Rd,97753,US,,,,,,,,,,,"['J1772', 'TESLA']",,,8.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['29727']},
297,public,24 hours daily; for customer use only,CALL,,2020-11-03,,ELEC,Public - Call ahead,115354,2017-09-01,P,E,Mount Bachelor Village Resort - Tesla Destination,800-547-5204  877-798-3752,2021-03-11T23:22:17Z,HOTEL,200-9,44.03486,-121.33283,Bend,,,OR,19717  Mt. Bachelor Dr,97702,US,,,,,,,,,,,['TESLA'],,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,{'station': ['2168']},
298,public,24 hours daily; for customer use only; see front desk for access,,,2020-11-03,,ELEC,Public,115355,2014-08-01,P,E,Riverhouse Hotel & Convention Center - Tesla Destination,541-389-3111  877-798-3752,2021-03-11T23:22:17Z,HOTEL,GPS,44.08071,-121.305244,Bend,,,OR,3075 US-97 BUS,97701,US,,,,,,,,,,,['TESLA'],,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['371']},
299,public,24 hours daily; for customer use only; see front desk for access,,,2020-11-03,,ELEC,Public,115356,2014-07-01,P,E,Sunriver Resort - Tesla Destination,800-801-8765  877-798-3752,2021-03-11T23:22:17Z,HOTEL,200-9,43.871284,-121.444202,Bend,,,OR,57071 Great Hall Loop,97707,US,,,,,,,,,,,['TESLA'],,,1.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['434']},
300,public,24 hours daily; for customer use only; see front desk for access,,,2020-11-03,,ELEC,Public,115357,2015-05-01,P,E,Tetherow Lodge & Golf Course - Tesla Destination,877-298-2582  877-798-3752,2021-03-11T23:22:17Z,HOTEL,200-8,44.02464,-121.366469,Bend,,,OR,61238  Skyline Ranch Rd,97702,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['1181']},
301,public,24 hours daily; for customer use only,,,2020-11-03,,ELEC,Public,115358,2016-08-15,P,E,TownePlace Inn & Suites Bend - Tesla Destination,541-382-5006  877-798-3752,2021-03-11T23:22:17Z,HOTEL,200-8,44.042835,-121.330692,Bend,,,OR,755 SW 13th Pl,97702,US,,,,,,,,,,,"['J1772', 'TESLA']",,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['13233']},
302,public,24 hours daily; for customer use only,,,2020-11-03,,ELEC,Public,115359,2017-09-01,P,E,Deschutes Brewery - Tesla Destination,541-385-8606  877-798-3752,2021-03-11T23:22:17Z,BREWERY_DISTILLERY_WINERY,200-9,44.046772,-121.322153,Bend,,,OR,901 SW Simpson Ave,97702,US,,,,,,,,,,,"['J1772', 'TESLA']",,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['13096']},
303,public,24 hours daily; for customer use only; see front desk for access,,,2020-11-03,,ELEC,Public,115360,2016-02-01,P,E,Cannon Beach Hotel - Tesla Destination,503-436-1392  877-798-3752,2021-03-11T23:22:17Z,HOTEL,200-9,45.889872,-123.962172,Cannon Beach,,,OR,1116 S Hemlock St,97110,US,,,,,,,,,,,"['J1772', 'TESLA']",,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['13111']},
304,public,24 hours daily; for customer use only; see front desk for access,,,2020-11-03,,ELEC,Public,115361,2015-05-26,P,E,Surfsand Resort - Tesla Destination,800-547-6100  877-798-3752,2021-03-11T23:22:17Z,HOTEL,200-9,45.890582,-123.962988,Cannon Beach,,,OR,148  W Gower Ave,97110,US,,,,,,,,,,,"['J1772', 'TESLA']",,,5.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['1168']},
305,public,24 hours daily; for customer use only,CALL,,2020-11-03,,ELEC,Public - Call ahead,115362,2015-03-01,P,E,Stephanie Inn - Tesla Destination,503-436-2221  877-798-3752,2021-03-11T23:22:17Z,INN,200-9,45.877155,-123.961875,Cannon Beach,,,OR,2740  S Pacific St,97145,US,,,,,,,,,,,"['J1772', 'TESLA']",,,5.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,{'station': ['487']},
306,public,24 hours daily; for customer use only; see front desk for access,,,2020-11-03,,ELEC,Public,115363,2016-02-01,P,E,The Courtyard - Tesla Destination,503-436-1392  877-798-3752,2021-03-11T23:22:17Z,HOTEL,200-9,45.890974,-123.962233,Cannon Beach,,,OR,964 S Hemlock St,97110,US,,,,,,,,,,,"['J1772', 'TESLA']",,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['13112']},
307,public,24 hours daily; for customer use only; see front desk for access,,,2020-11-03,,ELEC,Public,115364,2016-08-15,P,E,Red Lion Hotel Coos Bay - Tesla Destination,541-267-4141  877-798-3752,2021-03-11T23:22:17Z,HOTEL,200-9,43.377235,-124.217313,Coos Bay,,,OR,1313 North Bayshore Dr,97420,US,,,,,,,,,,,"['J1772', 'TESLA']",,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['12906']},
308,public,24 hours daily; for customer use only; see front desk for access,,,2020-11-03,,ELEC,Public,115365,2018-10-01,P,E,University Inn Corvallis - Tesla Destination,541-753-4496  877-798-3752,2021-03-11T23:22:17Z,INN,200-9,44.562057,-123.263617,Corvallis,,,OR,350 SW 4th St,97333,US,,,,,,,,,,,['TESLA'],,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['36628']},
309,public,24 hours daily; for customer use only; see front desk for access,,,2020-11-03,,ELEC,Public,115366,2018-10-01,P,E,Best Western Corvallis - Tesla Destination,541-758-8571  877-798-3752,2021-03-11T23:22:17Z,HOTEL,200-9,44.583488,-123.258543,Corvallis,,,OR,925 NW Garfield Ave,97330,US,,,,,,,,,,,['TESLA'],,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['31633']},
310,public,24 hours daily,,,2020-11-03,,ELEC,Public,115367,2016-02-01,P,E,Crater Lake National Park - Tesla Destination,888-774-2728  877-798-3752,2021-03-11T23:22:17Z,NATL_PARK,GPS,42.867509,-122.167297,Crater Lake,,,OR,569 Mazama Dr,97604,US,,,,,,,,,,,"['J1772', 'TESLA']",,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['11193']},
311,public,24 hours daily; for customer use only,,,2020-11-03,,ELEC,Public,115368,2018-11-01,P,E,Stoller Family Estate - Tesla Destination,503-864-3404  877-798-3752,2021-03-11T23:22:17Z,BREWERY_DISTILLERY_WINERY,GPS,45.24117,-123.069729,Dayton,,,OR,16161 NE McDougall Rd,97114,US,,,,,,,,,,,"['J1772', 'TESLA']",,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['3949']},
312,public,24 hours daily; for customer use only,CALL,,2020-11-03,,ELEC,Public - Call ahead,115369,2017-03-01,P,E,Domaine Serene - Tesla Destination,503-864-4600  877-798-3752,2021-03-11T23:22:17Z,OTHER_ENTERTAINMENT,200-9,45.27009,-123.069863,Dayton,,,OR,6555 NE Hilltop Ln,97114,US,,,,,,,,,,,"['J1772', 'TESLA']",,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,{'station': ['15506']},
313,public,24 hours daily; for customer use only,,,2020-11-03,,ELEC,Public,115370,2015-05-01,P,E,Domaine Drouhin - Tesla Destination,503-864-2700  877-798-3752,2021-03-11T23:22:17Z,OTHER_ENTERTAINMENT,200-9,45.265248,-123.055793,Dayton,,,OR,6750 NE Breyman Orchards Rd,97114,US,,,,,,,,,,,['TESLA'],,,1.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['4082']},
314,public,24 hours daily; for customer use only; see front desk for access,,,2020-11-03,,ELEC,Public,115371,2015-05-01,P,E,"Whale Cove Inn, a Select Registry Property - Tesla Destination",541-765-4300  877-798-3752,2021-03-11T23:22:17Z,INN,200-9,44.786899,-124.070605,Depoe Bay,,,OR,2345 S Highway 101,97341,US,,,,,,,,,,,['TESLA'],,,1.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['5167']},
315,public,24 hours daily; for customer use only,,,2020-11-03,,ELEC,Public,115372,2016-05-01,P,E,Lange Estate Winery and Vineyards - Tesla Destination,503-538-6476  877-798-3752,2021-03-11T23:22:17Z,BREWERY_DISTILLERY_WINERY,200-9,45.294038,-123.040682,Dundee,,,OR,18380 NE Buena Vista Dr,97115,US,,,,,,,,,,,['TESLA'],,,1.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['12774']},
316,public,24 hours daily,,,2020-11-03,,ELEC,Public,115373,2016-02-01,P,E,Hyland Estates - Tesla Destination,503-554-4200  877-798-3752,2021-03-11T23:22:17Z,BREWERY_DISTILLERY_WINERY,200-9,45.268997,-123.020986,Dundee,,,OR,20980 NE Niederberger Rd,97115,US,,,,,,,,,,,['TESLA'],,,1.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['6275']},
317,public,24 hours daily,,,2020-11-03,,ELEC,Public,115374,2018-10-01,P,E,Estacada City Hall - Tesla Destination,503-630-8270  877-798-3752,2021-03-11T23:22:17Z,OFFICE_BLDG,200-9,45.286178,-122.334465,Estacada,,,OR,475 SE Main St,97023,US,,,,,,,,,,,"['J1772', 'TESLA']",,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['38651']},
318,public,24 hours daily; for customer use only,CALL,,2020-11-03,,ELEC,Public - Call ahead,115375,2018-10-01,P,E,Riverhouse Inn - Tesla Destination,541-997-3933  877-798-3752,2021-03-11T23:22:17Z,INN,200-9,43.966643,-124.109379,Florence,,,OR,1202 Bay St,97439,US,,,,,,,,,,,"['J1772', 'TESLA']",,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,{'station': ['41830']},
319,public,24 hours daily; for customer use only,CALL,,2020-11-03,,ELEC,Public - Call ahead,115376,2018-10-01,P,E,Old Town Inn - Tesla Destination,541-997-7131  877-798-3752,2021-03-11T23:22:17Z,INN,200-8,43.967603,-124.107901,Florence,,,OR,170 US-101,97439,US,,,,,,,,,,,"['J1772', 'TESLA']",,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,{'station': ['41829']},
320,public,24 hours daily; for customer use only; see front desk for access,,,2020-11-03,,ELEC,Public,115377,2011-08-01,P,E,Driftwood Shores Resort & Conference Center - Tesla Destination,541-997-8263  877-798-3752,2021-03-11T23:22:17Z,HOTEL,200-9,44.036758,-124.132855,Florence,,,OR,88416 1st Ave,97439,US,,,,,,,,,,,"['J1772', 'TESLA']",,,6.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['33469']},
321,public,24 hours daily; for customer use only,,,2020-11-03,,ELEC,Public,115378,2017-09-01,P,E,Apolloni Vineyards Winery - Tesla Destination,503-359-3606  877-798-3752,2021-03-11T23:22:17Z,BREWERY_DISTILLERY_WINERY,200-9,45.622895,-123.21977,Forest Grove,,,OR,14135 NW Timmerman Rd,97116,US,,,,,,,,,,,['TESLA'],,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['26365']},
322,public,24 hours daily; for customer use only; see front desk for access,,,2020-11-03,,ELEC,Public,115379,2015-03-01,P,E,Crater Lake Resort - Tesla Destination,541-381-2349  877-798-3752,2021-03-11T23:22:17Z,HOTEL,200-9,42.684216,-121.973428,Fort Klamath,,,OR,50711  Highway 62,97626,US,,,,,,,,,,,['TESLA'],,,1.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['1920']},
323,public,24 hours daily; for customer use only; see front desk for access,,,2020-11-03,,ELEC,Public,115380,2018-11-01,P,E,Salishan Spa and Golf Resort - Tesla Destination,541-764-3600  877-798-3752,2021-03-11T23:22:17Z,HOTEL,200-8,44.892644,-124.019417,Gleneden Beach,,,OR,7760 U.S. 101,97388,US,,,,,,,,,,,['TESLA'],,,8.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['11182']},
324,public,24 hours daily; for customer use only; see front desk for access,,,2020-11-03,,ELEC,Public,115381,2014-12-01,P,E,Columbia Cliffs Villas - Tesla Destination,866-912-8366  877-798-3752,2021-03-11T23:22:17Z,HOTEL,200-9,45.711261,-121.553014,Hood River,,,OR,3880 Westcliff Dr,97031,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['764']},
325,public,24 hours daily,,,2020-11-03,,ELEC,Public,115382,2016-09-01,P,E,Grant County Chamber of Commerce - Tesla Destination,541-575-0547  877-798-3752,2021-03-11T23:22:17Z,RESTAURANT,200-8,44.416613,-118.954696,John Day,,,OR,301 W Main St,97845,US,,,,,,,,,,,['TESLA'],,,1.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['14441']},
326,public,24 hours daily; for customer use only,CALL,,2020-11-03,,ELEC,Public - Call ahead,115383,2016-02-01,P,E,Bronze Antler Bed & Breakfast - Tesla Destination,541-432-0230  877-798-3752,2021-03-11T23:22:17Z,B_AND_B,200-9,45.348876,-117.229797,Joseph,,,OR,309 South Main St,97846,US,,,,,,,,,,,"['J1772', 'TESLA']",,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,{'station': ['4056']},
327,public,24 hours daily; for customer use only,,,2020-11-03,,ELEC,Public,115384,2018-10-01,P,E,Pfeiffer Winery - Tesla Destination,541-998-2828  877-798-3752,2021-03-11T23:22:17Z,BREWERY_DISTILLERY_WINERY,200-9,44.237008,-123.363456,Junction City,,,OR,25040 Jaeg Rd,97448,US,,,,,,,,,,,"['J1772', 'TESLA']",,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['46624']},
328,public,24 hours daily; see front desk for access,,,2020-11-03,,ELEC,Public,115385,2016-02-01,P,E,Running Y Ranch Resort - Tesla Destination,541-850-5500  877-798-3752,2021-03-11T23:22:17Z,HOTEL,200-8,42.276661,-121.885676,Klamath Falls,,,OR,5500 Running Y Rd,97601,US,,,,,,,,,,,"['J1772', 'TESLA']",,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['12471']},
329,public,24 hours daily; for customer use only,,,2020-11-03,,ELEC,Public,115386,2016-02-01,P,E,Babica Hen Cafe - Tesla Destination,503-636-4012  877-798-3752,2021-03-11T23:22:17Z,RESTAURANT,200-9,45.409642,-122.719662,Lake Oswego,,,OR,15964 Boones Ferry Rd,97035,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['12565']},
330,public,24 hours daily,,,2020-11-03,,ELEC,Public,115387,2018-11-01,P,E,Lake Oswego - Tesla Destination,503-635-0280  877-798-3752,2021-03-11T23:22:17Z,MUNI_GOV,200-9,45.419827,-122.66573,Lake Oswego,,,OR,209 A St,97219,US,,,,,,,,,,,"['J1772', 'TESLA']",,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['40166']},
331,public,24 hours daily,,,2020-11-03,,ELEC,Public,115389,2015-03-01,P,E,"Youngberg Hill, a Select Registry Property - Tesla Destination",503-472-2727  877-798-3752,2021-03-11T23:22:17Z,HOTEL,200-8,45.179578,-123.279462,McMinnville,,,OR,10660 SW Youngberg Hill Rd,97128,US,,,,,,,,,,,['TESLA'],,,1.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['4620']},
332,public,24 hours daily,,,2020-11-03,,ELEC,Public,115390,2016-02-01,P,E,Lawrence Gallery - Tesla Destination,503-437-4038  877-798-3752,2021-03-11T23:22:17Z,MUSEUM,200-9,45.115299,-123.317723,McMinnville,,,OR,19700 SW Hwy 18,97128,US,,,,,,,,,,,['TESLA'],,,1.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['11034']},
333,public,24 hours daily; for customer use only; see front desk for access,,,2020-11-03,,ELEC,Public,115391,2018-10-01,P,E,Atticus Hotel - Tesla Destination,503-472-1975  877-798-3752,2021-03-11T23:22:17Z,HOTEL,200-8,45.210616,-123.193085,McMinnville,,,OR,352 NE Ford St,97128,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['24575']},
334,public,24 hours daily; for customer use only; see front desk for access,,,2020-11-03,,ELEC,Public,115392,2017-09-01,P,E,2Hawk Vineyard and Winery - Tesla Destination,541-779-9463  877-798-3752,2021-03-11T23:22:17Z,BREWERY_DISTILLERY_WINERY,200-9,42.296722,-122.810479,Medford,,,OR,2335 N Phoenix Rd,97504,US,,,,,,,,,,,['TESLA'],,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['25727']},
335,public,24 hours daily,,,2020-11-03,,ELEC,Public,115393,2018-10-01,P,E,City of Milwaukie - Tesla Destination,503-786-7555  877-798-3752,2021-03-11T23:22:17Z,MUNI_GOV,GPS,45.444467,-122.642042,Milwaukie,,,OR,1950 SE Jackson St,97222,US,,,,,,,,,,,"['J1772', 'TESLA']",,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['41276']},
336,public,24 hours daily; for customer use only,CALL,,2020-11-03,,ELEC,Public - Call ahead,115394,2016-02-01,P,E,Inn at Red Hills - Tesla Destination,503-538-7666  877-798-3752,2021-03-11T23:22:17Z,INN,GPS,45.272167,-123.016364,Newberg,,,OR,410 Hwy 99W,97132,US,,,,,,,,,,,"['J1772', 'TESLA']",,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,{'station': ['6271']},
337,public,24 hours daily; for customer use only,,,2020-11-03,,ELEC,Public,115395,2016-05-01,P,E,Oceanside Inn - Tesla Destination,503-208-9861  877-798-3752,2021-03-11T23:22:17Z,INN,GPS,45.459395,-123.969124,Oceanside,,,OR,1440 Pacific Ave NW,97134,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['13857']},
338,public,24 hours daily; for customer use only,CALL,,2020-11-03,,ELEC,Public - Call ahead,115397,2015-05-01,P,E,WildSpring Guest Habitat - Tesla Destination,541-332-0977  877-798-3752,2021-03-11T23:22:17Z,HOTEL,200-9,42.742786,-124.486407,Port Orford,,,OR,92978 Cemetary Loop Rd,97465,US,,,,,,,,,,,"['J1772', 'TESLA']",,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,{'station': ['30616']},
339,public,24 hours daily; for customer use only; see valet for access,,,2020-11-03,,ELEC,Public,115398,2018-10-01,P,E,Hotel Eastlund - Tesla Destination,503-235-2100  877-798-3752,2021-03-11T23:22:17Z,HOTEL,200-9,45.530443,-122.661149,Portland,,,OR,1021 NE Grand Ave,97232,US,,,,,,,,,,,"['J1772', 'TESLA']",,,5.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['29448']},
340,public,24 hours daily; for customer use only,CALL,,2020-11-03,,ELEC,Public - Call ahead,115399,2017-09-01,P,E,Best Western Inn at the Meadows - Tesla Destination,855-286-9600  877-798-3752,2021-03-11T23:22:17Z,HOTEL,200-9,45.593738,-122.680684,Portland,,,OR,1215 N Hayden Meadows Dr,97217,US,,,,,,,,,,,"['J1772', 'TESLA']",,,5.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,{'station': ['18568']},
341,public,24 hours daily; for customer use only; see valet for access,,,2020-11-03,,ELEC,Public,115400,2015-03-01,P,E,Portland Marriott Downtown Waterfront - Tesla Destination,503-226-7600  877-798-3752,2021-03-11T23:22:17Z,HOTEL,200-8,45.512928,-122.675369,Portland,,,OR,1401 SW Naito Pkwy,97201,US,,,,,,,,,,,"['J1772', 'TESLA']",,,6.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['2086']},
342,public,24 hours daily; for customer use only; see valet for access,,,2020-11-03,,ELEC,Public,115401,2018-10-01,P,E,Kimpton RiverPlace Hotel - Tesla Destination,503-228-3233  877-798-3752,2021-03-11T23:22:17Z,HOTEL,200-9,45.511322,-122.674245,Portland,,,OR,1510 SW Harbor Wy,97201,US,,,,,,,,,,,['TESLA'],,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['22388']},
343,public,24 hours daily; for customer use only; see front desk for access,,,2020-11-03,,ELEC,Public,115402,2018-10-01,P,E,Residence Inn Portland Downtown Lloyd Center - Tesla Destination,503-288-1400  877-798-3752,2021-03-11T23:22:17Z,HOTEL,200-9,45.530864,-122.647765,Portland,,,OR,1710 NE Multnomah St,97232,US,,,,,,,,,,,"['J1772', 'TESLA']",,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['26592']},
344,public,24 hours daily,,,2020-11-03,,ELEC,Public,115403,2017-09-01,P,E,Oregon Museum of Science & Industry - Tesla Destination,503-797-4000  877-798-3752,2021-03-11T23:22:17Z,MUSEUM,GPS,45.508376,-122.664644,Portland,,,OR,1945 SE Water St,97214,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['30889']},
345,public,24 hours daily; see valet for access,,,2020-11-03,,ELEC,Public,115404,2016-02-01,P,E,Embassy Suites by Hilton Portland Downtown - Tesla Destination,503-279-9000  877-798-3752,2021-03-11T23:22:17Z,HOTEL,200-9,45.522061,-122.674064,Portland,,,OR,319 SW Pine St,97204,US,,,,,,,,,,,"['J1772', 'TESLA']",,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['13058']},
346,public,24 hours daily; for customer use only; see front desk for access,,,2020-11-03,,ELEC,Public,115405,2018-10-01,P,E,Hampton Inn & Suites Portland/Pearl District - Tesla Destination,503-222-5200  877-798-3752,2021-03-11T23:22:17Z,HOTEL,200-8,45.525661,-122.679988,Portland,,,OR,354 NW 9th Ave,97209,US,,,,,,,,,,,['TESLA'],,,1.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['24320']},
347,public,24 hours daily; for customer use only; see front desk for access,,,2020-11-03,,ELEC,Public,115406,2018-10-01,P,E,Kimpton Hotel Monaco Portland - Tesla Destination,503-222-0001  877-798-3752,2021-03-11T23:22:17Z,HOTEL,200-9,45.519888,-122.677365,Portland,,,OR,506 SW Washington St,97204,US,,,,,,,,,,,['TESLA'],,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['38779']},
