,field_1,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids,federal_agency,geometry,OBJECTID,UTILITYNAM,CREATIONUS,DATECREATE,DATEMODIFI,LASTUSER,GLOBALID,SHAPE_STAr,SHAPE_STLe
349,349,public,24 hours daily; for customer use only; see valet for access,,,2020-11-03,,ELEC,Public,115408,2012-09-01,P,E,Hotel deLuxe - Tesla Destination,503-219-2094  877-798-3752,2021-03-11T23:22:17,HOTEL,200-9,45.520987,-122.687707,Portland,,,OR,729 SW 15th Ave,97205,US,,,,,,,,,,,"['J1772', 'TESLA']",,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['455']},,POINT (7641444.456173238 683630.24589724),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
353,353,public,24 hours daily; for customer use only; see front desk for access,,,2020-11-03,,ELEC,Public,115412,2017-09-01,P,E,Red Lion Hotel on the River - Jantzen Beach - Tesla Destination,503-283-4466  877-798-3752,2021-03-11T23:22:17,HOTEL,200-9,45.6128,-122.675471,Portland,,,OR,909 North Hayden Island Drive,97217,US,,,,,,,,,,,"['J1772', 'TESLA']",,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['21292']},,POINT (7645480.790063961 717009.5850642177),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
357,357,public,24 hours daily; for customer use only; see front desk for access,,,2020-11-03,,ELEC,Public,115417,2017-09-01,P,E,DoubleTree by Hilton Salem - Tesla Destination,503-581-7004  877-798-3752,2021-03-11T23:22:17,HOTEL,200-8,44.949555,-122.991697,Salem,,,OR,1590 Weston Ct NE,97301,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['14408']},,POINT (7557138.217362851 477650.463086109),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
358,358,public,24 hours daily; for customer use only,,,2020-11-03,,ELEC,Public,115418,2018-10-01,P,E,Zenith Vineyard - Tesla Destination,503-932-3540  877-798-3752,2021-03-11T23:22:17,BREWERY_DISTILLERY_WINERY,200-9,45.024475,-123.14209,Salem,,,OR,5657 Zena Rd NW,97304,US,,,,,,,,,,,['TESLA'],,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['38236']},,POINT (7519116.400076066 506186.1270905492),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
359,359,public,24 hours daily; for customer use only,,,2020-11-03,,ELEC,Public,115419,2016-11-01,P,E,Ponzi Vineyards - Tesla Destination,503-628-1227  877-798-3752,2021-03-11T23:22:17,BREWERY_DISTILLERY_WINERY,200-9,45.380444,-122.937156,Sherwood,,,OR,19500 SW Mountain Home Rd,97140,US,,,,,,,,,,,['TESLA'],,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['12600']},,POINT (7575989.692544169 634241.2436750932),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
360,360,public,24 hours daily; for customer use only; see front desk for access,,,2020-11-03,,ELEC,Public,115420,2016-02-01,P,E,The Oregon Garden Resort - Tesla Destination,503-874-2500  877-798-3752,2021-03-11T23:22:17,HOTEL,200-9,44.990695,-122.788286,Silverton,,,OR,895 W Main St,97381,US,,,,,,,,,,,"['J1772', 'TESLA']",,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['5221']},,POINT (7610200.033794292 491085.1636558098),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
368,368,public,24 hours daily; for customer use only,CALL,,2020-11-03,,ELEC,Public - Call ahead,115428,2018-10-01,P,E,The Resort at the Mountain - Tesla Destination,503-622-3101  877-798-3752,2021-03-11T23:22:17,HOTEL,200-8,45.337998,-121.966023,Welches,,,OR,68010 E Fairway Ave,97055,US,,,,,,,,,,,['TESLA'],,,1.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,{'station': ['15227']},,POINT (7825158.363830971 612741.4242890147),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
370,370,public,24 hours daily,,,2020-11-03,,ELEC,Public,115430,2016-02-01,P,E,Solena Estate - Tesla Destination,503-662-3700  877-798-3752,2021-03-11T23:22:17,BREWERY_DISTILLERY_WINERY,200-8,45.343067,-123.126059,Yamhill,,,OR,17096 NE Woodland Loop Rd,97148,US,,,,,,,,,,,['TESLA'],,,1.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['6279']},,POINT (7527033.755825866 622141.7413208225),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
371,371,public,6am-12am daily,,,2021-04-08,,ELEC,Public,117115,2019-01-01,P,E,Gresham Station,877-225-5337  888-264-2208,2021-04-08T20:32:57,SHOPPING_CENTER,GPS,45.505481,-122.43808,Gresham,,,OR,649 NW 12th St,97030,US,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,Free,,,,,,,,,,,,,,,,Public,,,,POINT (7705269.019565037 676344.785188514),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
372,372,public,6am-12am daily,,,2021-04-08,,ELEC,Public,117116,2019-01-01,P,E,Clackamas Town Center - Dave & Buster's East,503-653-6913  888-264-2208,2021-04-08T20:32:57,SHOPPING_CENTER,GPS,45.43488,-122.574535,Happy Valley,,,OR,12000 SE 82nd Ave,97086,US,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,Free,,,,,,,,,,,,,,,,Public,,,,POINT (7669635.032748484 651480.6580546707),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
373,373,public,6am-12am daily,,,2021-04-08,,ELEC,Public,117117,2019-01-01,P,E,Clackamas Town Center - Dave & Buster's West,503-653-6913  888-264-2208,2021-04-08T20:32:57,SHOPPING_CENTER,GPS,45.434527,-122.576045,Happy Valley,,,OR,12000 SE 82nd Ave,97086,US,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,Free,,,,,,,,,,,,,,,,Public,,,,POINT (7669244.243968129 651361.9526295427),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
374,374,public,6am-12am daily,,,2021-04-08,,ELEC,Public,117118,2019-01-01,P,E,Clackamas Town Center - Macy's,503-653-6913  888-264-2208,2021-04-08T20:32:57,SHOPPING_CENTER,GPS,45.437663,-122.573184,Happy Valley,,,OR,12000 SE 82nd Ave,97086,US,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,Free,,,,,,,,,,,,,,,,Public,,,,POINT (7670007.748678708 652486.1021350226),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
375,375,public,6am-12am daily,,,2021-04-08,,ELEC,Public,117119,2019-01-01,P,E,Clackamas Town Center - Nordstrom Garage,503-653-6913  888-264-2208,2021-04-08T20:32:57,SHOPPING_CENTER,GPS,45.436618,-122.575586,Happy Valley,,,OR,12000 SE 82nd Ave,97086,US,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,Free,,,,,,,,,,,,,,,,Public,,,,POINT (7669381.612853876 652121.0505763342),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
376,376,public,6am-12am daily,,,2021-04-08,,ELEC,Public,117120,2019-01-01,P,E,Clackamas Town Center - Panera Bread,503-653-6913  888-264-2208,2021-04-08T20:32:57,SHOPPING_CENTER,GPS,45.434927,-122.571979,Happy Valley,,,OR,12000 SE 82nd Ave,97086,US,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,Free,,,,,,,,,,,,,,,,Public,,,,POINT (7670291.369139746 651480.9532395841),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
378,378,public,6am-12am daily,,,2021-04-08,,ELEC,Public,117122,2019-01-01,P,E,Washington Square Mall,503-639-8860  888-264-2208,2021-04-08T20:32:57,SHOPPING_CENTER,GPS,45.45045,-122.78268,Portland,,,OR,9585 SW Washington Square Rd,97223,US,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,Free,,,,,,,,,,,,,,,,Public,,,,POINT (7616385.017838668 658595.822920778),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
379,379,public,6am-12am daily,,,2021-04-08,,ELEC,Public,117124,2019-01-01,P,E,Bridgeport Village - Pastini's,503-968-1704  888-264-2208,2021-04-08T20:32:57,SHOPPING_CENTER,GPS,45.396968,-122.750834,Tigard,,,OR,7455 SW Bridgeport Rd,97224,US,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,Free,,,,,,,,,,,,,,,,Public,,,,POINT (7624011.096105175 638874.6985027344),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
380,380,public,6am-12am daily,,,2021-04-08,,ELEC,Public,117125,2019-01-01,P,E,Bridgeport Village - West Garage,503-968-1704  888-264-2208,2021-04-08T20:32:57,SHOPPING_CENTER,GPS,45.395927,-122.753419,Tigard,,,OR,7455 SW Bridgeport Rd,97224,US,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,Free,,,,,,,,,,,,,,,,Public,,,,POINT (7623336.769795308 638513.8095376993),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
381,381,public,6am-12am daily,,,2021-04-08,,ELEC,Public,117126,2019-01-01,P,E,Columbia Gorge Outlets,503-669-8060  888-264-2208,2021-04-08T20:32:57,SHOPPING_CENTER,GPS,45.542319,-122.389411,Troutdale,,,OR,450 NW 257th Way,97060,US,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,,Free,,,,,,,,,,,,,,,,Public,,,,POINT (7718057.196319909 689476.9946364997),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
385,385,public,24 hours daily,,,2021-06-16,,ELEC,Public,118924,,,E,Milwaukie Electric Avenue,855-900-7584,2021-06-16T01:07:54,,200-9,45.444555,-122.642393,milwaukie,,,OR,10880 SE McLoughlin Blvd,97222,US,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",4.0,,,Greenlots,http://greenlots.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['1467'], 'posts': ['54001', '54002', '54003', '54009']}",,POINT (7652315.670831614 655461.4582137151),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
387,387,private,For student and staff use only,,,2021-05-06,,ELEC,Private,118956,2016-12-01,P,E,Lewis & Clark College - Fir Acres Parking Lot,,2021-05-06T13:19:19,COLLEGE_CAMPUS,GPS,45.4520974509695,-122.6675999285583,Lake Oswego,,,OR,615 SW Palatine Hill Rd,97219,US,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,,,,POINT (7645922.34703673 658382.9903465479),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
388,388,private,For student and staff use only,,,2021-05-06,,ELEC,Private,118957,2016-12-01,P,E,Lewis & Clark College - Sequoia Hall,,2021-05-06T13:19:19,COLLEGE_CAMPUS,GPS,45.44656532288986,-122.6724600912933,Lake Oswego,,,OR,615 SW Palatine Hill Rd,97219,US,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,,,,POINT (7644621.363158976 656400.1995677984),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
389,389,private,For student and staff use only,,,2021-05-06,,ELEC,Private,118958,2016-12-01,P,E,Lewis & Clark College - McCarty Classroom,,2021-05-06T13:19:19,COLLEGE_CAMPUS,GPS,45.45275976462744,-122.6775455595856,Lake Oswego,Located off of SW Terwilliger Blvd,,OR,615 SW Palatine Hill Rd,97219,US,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,,,,POINT (7643377.554389135 658693.0069343176),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
391,391,public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2021-06-15,,ELEC,Public,120905,,,E,The Windward,888-998-2546,2021-06-15T22:55:14,,GPS,45.418674,-122.664616,Lake Oswego,"Chargers are located in underground 
parking garage. Entrance on 1st Street.
",,OR,130 A Ave,97034,US,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['436137'], 'posts': ['31520', '34396']}",,POINT (7646361.337772091 646180.6797798988),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
392,392,public,24 hours daily,,,2021-06-16,,ELEC,Public,121034,,,E,Hillsboro Electric Avenue,855-900-7584,2021-06-16T01:07:54,,GPS,45.507108,-122.96141,Hillsboro,,,OR,2295 SW Tualatin Valley Highway,97123,US,,,,,,,,,,,"['CHADEMO', 'J1772', 'J1772COMBO']",4.0,,2.0,Greenlots,http://greenlots.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['1540'], 'posts': ['52714*1', '52714*2', '54005', '54006', '54007', '54008']}",,POINT (7571167.484834027 680590.385624785),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
393,393,public,24 hours daily,,,2021-06-16,,ELEC,Public,121124,,,E,WILSONVILLECHEV WILSONVILE CHEV,888-758-4389,2021-06-16T00:24:33,,GPS,45.331598,-122.770555,Wilsonville,,,OR,26051 SW Boones Ferry Rd,97070,US,,,,,,,,,,,['J1772COMBO'],1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL784081'], 'posts': ['1041221']}",,POINT (7618277.690155586 615192.4192444271),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
402,402,public,24 hours daily; for Tesla use only,,,2020-08-10,,ELEC,Public,122342,2019-03-01,P,E,Washington Square Mall - Tesla Supercharger,877-798-3752,2021-03-11T23:22:17,SHOPPING_MALL,200-9,45.4502,-122.7827,Portland,,,OR,9585 Southwest Washington Square Road,97223,US,,,,,,,,,,,['TESLA'],10.0,,,Tesla,http://www.teslamotors.com/supercharger,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,,,,,,Public,,{'station': ['3352']},,POINT (7616377.312337642 658504.8541974336),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
403,403,public,24 hours daily,,,2020-11-03,,ELEC,Public,122518,2019-03-01,P,E,Estacada City Library - Tesla Destination,503-630-8273  877-798-3752,2021-03-11T23:22:17,,200-9,45.297128,-122.338407,Estacada,,,OR,825 NW Wade St,97023,US,,,,,,,,,,,"['J1772', 'TESLA']",,,4.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['53618']},,POINT (7729087.427788662 599802.5794883416),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
407,407,public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2021-06-15,,ELEC,Public,122667,,,E,McDonald's on Farmington Rd,888-998-2546,2021-06-15T22:55:14,,GPS,45.479807,-122.858369,Aloha,,,OR,17555 SW Farmington Road,97007,US,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['445393'], 'posts': ['13807', '32027']}",,POINT (7597281.748891284 669852.7007003552),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
408,408,public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2021-06-15,,ELEC,Public,122759,,,E,Cornelius - City Hall,888-998-2546,2021-06-15T22:55:14,,GPS,45.521677,-123.054738,Cornelius,,,OR,213 North 14th Ave.,97113,US,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['439676'], 'posts': ['41014', '41201']}",,POINT (7547420.528483144 686642.3387551644),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
409,409,public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2021-06-15,,ELEC,Public,122869,,,E,Smart Park - 3rd & Alder,888-998-2546,2021-06-15T22:55:14,,GPS,45.519169,-122.675761,Portland,"Enter on 4th Ave between Alder and 
Morrison. Located on Level 3.
",,OR,607 SW 3rd Ave,97204,US,,,,,,,,,,,['J1772'],,,4.0,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.49 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['446742'], 'posts': ['477287', '477758', '478282', '540493']}",,POINT (7644487.329724298 682884.9561561567),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
410,410,public,24 hours daily,,,2021-06-16,,ELEC,Public,122883,,,E,Walmart 4176 Sherwood,833-632-2778,2021-06-16T01:10:00,,GPS,45.365252,-122.834388,Sherwood,,,OR,21320 Sw Langer Farms Pkwy,97140,US,,,,,,,,,,,"['CHADEMO', 'J1772', 'J1772COMBO']",3.0,,1.0,Electrify America,https://www.electrifyamerica.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['301'], 'posts': ['200121-01', '200121-02', '200121-03', '200121-50']}",,POINT (7602223.459319717 627925.0129628617),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
412,412,public,24 hours daily,,,2021-06-07,,ELEC,Public,123150,2019-04-01,P,E,Kruse Woods Corporate Park,866-816-7584,2021-06-07T17:37:37,OFFICE_BLDG,GPS,45.4171421,-122.7317796,Lake Oswego,,,OR,5300 Meadows Dr,97035,US,,,,,,,,,,,['J1772'],,,3.0,EV Connect,http://evconnect.com/,,,,,,,,,,,,,,,,,,Public,,,,POINT (7629106.807163576 646091.5317755628),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
413,413,private,For employee use only,,,2021-04-08,,ELEC,Private,123276,2018-05-01,P,E,Nike - Coach K,,2021-04-08T20:32:57,OFFICE_BLDG,GPS,45.512116,-122.825486,Beaverton,,,OR,1 Bowerman Dr,97005,US,,,,,,,,,,,['J1772'],,,8.0,Non-Networked,,,,WIND,,,,,,,,,,,,,,,Privé,,,,POINT (7606051.476806628 681383.3863954102),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
414,414,private,For employee use only,,,2021-04-08,,ELEC,Private,123277,2009-08-13,P,E,Nike - John McEnroe,,2021-04-08T20:32:57,OFFICE_BLDG,GPS,45.506674,-122.825979,Beaverton,,,OR,1 Bowerman Dr,97005,US,,,,,,,,,,,['NEMA520'],,2.0,,Non-Networked,,,,WIND,,,,,,,,,,,,,,,Privé,,,,POINT (7605868.033190219 679403.6591443532),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
415,415,private,For employee use only,,,2021-04-08,,ELEC,Private,123279,2009-08-13,P,E,Nike - The Park,,2021-04-08T20:32:57,OFFICE_BLDG,GPS,45.511671,-122.834474,Beaverton,,,OR,1 Bowerman Dr,97005,US,,,,,,,,,,,['NEMA520'],,4.0,,Non-Networked,,,,WIND,,,,,,,,,,,,,,,Privé,,,,POINT (7603743.703501473 681287.6428068441),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
416,416,private,For employee use only,,,2021-04-08,,ELEC,Private,123280,2021-02-05,P,E,Nike - Serena,,2021-04-08T20:32:57,OFFICE_BLDG,GPS,45.510876,-122.826059,Beaverton,,,OR,1 Bowerman Dr,97005,US,,,,,,,,,,,['J1772'],,,10.0,Non-Networked,,,,WIND,,,,,,,,,,,,,,,Privé,,,,POINT (7605891.636025689 680935.6897026224),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
417,417,private,For employee use only,,,2021-04-08,,ELEC,Private,123282,2019-03-08,P,E,Nike - Talaria,,2021-04-08T20:32:57,OFFICE_BLDG,200-9,45.513219,-122.838215,Beaverton,,,OR,15400 SW Koll Pkwy,97006,US,,,,,,,,,,,['J1772'],,,8.0,Non-Networked,,,,WIND,,,,,,,,,,,,,,,Privé,,,,POINT (7602801.436742703 681879.5462659398),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
418,418,private,For employee use only,,,2021-04-08,,ELEC,Private,123283,2014-10-07,P,E,Nike - Windrunner,,2021-04-08T20:32:57,OFFICE_BLDG,200-8,45.495039,-122.835414,Beaverton,,,OR,15405 SW Beaverton Creek Ct,97003,US,,,,,,,,,,,['J1772'],,,4.0,Non-Networked,,,,WIND,,,,,,,,,,,,,,,Privé,,,,POINT (7603327.565909503 675233.01892783),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
419,419,private,For employee use only,,,2021-04-08,,ELEC,Private,123284,2016-02-26,P,E,Nike - Blazer,,2021-04-08T20:32:57,OFFICE_BLDG,200-9,45.545415,-122.884475,Hillsboro,,,OR,20004 NW Tanasbourne Dr,97124,US,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,,WIND,,,,,,,,,,,,,,,Privé,,,,POINT (7591294.549520685 693959.9074394816),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
420,420,private,For employee use only,,,2021-04-08,,ELEC,Private,123285,2016-01-27,P,E,Nike - Driving Force,,2021-04-08T20:32:57,OFFICE_BLDG,200-9,45.53011,-122.887873,Hillsboro,,,OR,20420 NW Von Neumann Dr,97006,US,,,,,,,,,,,['J1772'],,,4.0,Non-Networked,,,,WIND,,,,,,,,,,,,,,,Privé,,,,POINT (7590259.464092343 688407.7096856881),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
421,421,private,For employee use only,,,2021-04-08,,ELEC,Private,123286,2018-10-26,P,E,Nike - Tiempo,,2021-04-08T20:32:57,OFFICE_BLDG,200-9,45.497872,-122.836737,Beaverton,,,OR,3005 SW 154th Terrace,97006,US,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,,WIND,,,,,,,,,,,,,,,Privé,,,,POINT (7603018.330546819 676275.3206714574),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
422,422,private,For employee use only,,,2021-04-08,,ELEC,Private,123287,2015-10-15,P,E,Nike - Mercurial SW,,2021-04-08T20:32:57,OFFICE_BLDG,200-8,45.498513,-122.833766,Beaverton,,,OR,3101 SW 153rd Dr,97006,US,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,,,,POINT (7603786.559427316 676486.9184504632),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
423,423,private,For employee use only,,,2021-04-08,,ELEC,Private,123288,2017-12-06,P,E,Nike - Total 90,,2021-04-08T20:32:57,OFFICE_BLDG,200-8,45.497875,-122.83386,Beaverton,,,OR,3203 SW 153rd Dr,97006,US,,,,,,,,,,,['J1772'],,,2.0,Non-Networked,,,,WIND,,,,,,,,,,,,,,,Privé,,,,POINT (7603755.74826991 676255.0936044459),329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
